variant,date,decision_hour,risk_mode,horizon_slots,simultaneous_flow_slots,simultaneous_flow_max_kwh,max_eq_residual_kwh,solver_status
q3_fixed_clustered,2025-10-10,18,clustered,36,0,0.0,1.1368683772161603e-13,optimal
q3_fixed_clustered,2025-10-11,0,clustered,144,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-10-11,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-11,12,clustered,72,0,0.0,6.821210263296962e-13,optimal
q3_fixed_clustered,2025-10-11,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-12,0,clustered,144,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-10-12,6,clustered,108,0,0.0,1.1368683772161603e-13,optimal
q3_fixed_clustered,2025-10-12,12,clustered,72,0,0.0,2.0463630789890885e-12,optimal
q3_fixed_clustered,2025-10-12,18,clustered,36,0,0.0,1.1368683772161603e-12,optimal
q3_fixed_clustered,2025-10-13,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-10-13,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-13,12,clustered,72,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-10-13,18,clustered,36,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-10-14,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-14,6,clustered,108,0,0.0,4.092726157978177e-12,optimal
q3_fixed_clustered,2025-10-14,12,clustered,72,0,0.0,1.1368683772161603e-13,optimal
q3_fixed_clustered,2025-10-14,18,clustered,36,0,0.0,6.821210263296962e-13,optimal
q3_fixed_clustered,2025-10-15,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-15,6,clustered,108,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-10-15,12,clustered,72,0,0.0,1.3642420526593924e-12,optimal
q3_fixed_clustered,2025-10-15,18,clustered,36,0,0.0,7.16227077646181e-12,optimal
q3_fixed_clustered,2025-10-16,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-16,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-16,12,clustered,72,0,0.0,6.59383658785373e-12,optimal
q3_fixed_clustered,2025-10-16,18,clustered,36,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-10-17,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-17,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-17,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-17,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-18,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-18,6,clustered,108,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-10-18,12,clustered,72,0,0.0,1.5916157281026244e-12,optimal
q3_fixed_clustered,2025-10-18,18,clustered,36,0,0.0,2.2737367544323206e-12,optimal
q3_fixed_clustered,2025-10-19,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-19,6,clustered,108,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-10-19,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-19,18,clustered,36,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-10-20,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-10-20,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-20,12,clustered,72,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-10-20,18,clustered,36,0,0.0,1.5916157281026244e-12,optimal
q3_fixed_clustered,2025-10-21,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-10-21,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-21,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-21,18,clustered,36,0,0.0,2.9558577807620168e-12,optimal
q3_fixed_clustered,2025-10-22,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-10-22,6,clustered,108,0,0.0,2.0463630789890885e-12,optimal
q3_fixed_clustered,2025-10-22,12,clustered,72,0,0.0,3.637978807091713e-12,optimal
q3_fixed_clustered,2025-10-22,18,clustered,36,0,0.0,2.7284841053187847e-12,optimal
q3_fixed_clustered,2025-10-23,0,clustered,144,0,0.0,1.1368683772161603e-13,optimal
q3_fixed_clustered,2025-10-23,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-23,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-23,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-24,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-24,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-24,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-24,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-25,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-25,6,clustered,108,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-10-25,12,clustered,72,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-10-25,18,clustered,36,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-10-26,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-26,6,clustered,108,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-10-26,12,clustered,72,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-10-26,18,clustered,36,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-10-27,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-27,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-27,12,clustered,72,0,0.0,1.1368683772161603e-13,optimal
q3_fixed_clustered,2025-10-27,18,clustered,36,0,0.0,1.3642420526593924e-12,optimal
q3_fixed_clustered,2025-10-28,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-10-28,6,clustered,108,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-10-28,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-28,18,clustered,36,0,0.0,2.2737367544323206e-12,optimal
q3_fixed_clustered,2025-10-29,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-29,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-29,12,clustered,72,0,0.0,6.821210263296962e-13,optimal
q3_fixed_clustered,2025-10-29,18,clustered,36,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-10-30,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-30,6,clustered,108,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-10-30,12,clustered,72,0,0.0,1.1368683772161603e-13,optimal
q3_fixed_clustered,2025-10-30,18,clustered,36,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-10-31,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-10-31,6,clustered,108,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-10-31,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-10-31,18,clustered,36,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-01,0,clustered,144,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-11-01,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-01,12,clustered,72,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-11-01,18,clustered,36,0,0.0,1.3642420526593924e-12,optimal
q3_fixed_clustered,2025-11-02,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-02,6,clustered,108,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-02,12,clustered,72,0,0.0,6.821210263296962e-13,optimal
q3_fixed_clustered,2025-11-02,18,clustered,36,0,0.0,1.1368683772161603e-12,optimal
q3_fixed_clustered,2025-11-03,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-03,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-03,12,clustered,72,0,0.0,1.1368683772161603e-12,optimal
q3_fixed_clustered,2025-11-03,18,clustered,36,0,0.0,1.1368683772161603e-12,optimal
q3_fixed_clustered,2025-11-04,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-04,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-04,12,clustered,72,0,0.0,2.2737367544323206e-12,optimal
q3_fixed_clustered,2025-11-04,18,clustered,36,0,0.0,1.1368683772161603e-12,optimal
q3_fixed_clustered,2025-11-05,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-05,6,clustered,108,0,0.0,1.1368683772161603e-13,optimal
q3_fixed_clustered,2025-11-05,12,clustered,72,0,0.0,1.3642420526593924e-12,optimal
q3_fixed_clustered,2025-11-05,18,clustered,36,0,0.0,2.7284841053187847e-12,optimal
q3_fixed_clustered,2025-11-06,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-06,6,clustered,108,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-06,12,clustered,72,0,0.0,3.296918293926865e-12,optimal
q3_fixed_clustered,2025-11-06,18,clustered,36,0,0.0,2.0463630789890885e-12,optimal
q3_fixed_clustered,2025-11-07,0,clustered,144,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-11-07,6,clustered,108,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-11-07,12,clustered,72,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-11-07,18,clustered,36,0,0.0,2.9558577807620168e-12,optimal
q3_fixed_clustered,2025-11-08,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-08,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-08,12,clustered,72,0,0.0,1.1368683772161603e-13,optimal
q3_fixed_clustered,2025-11-08,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-09,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-09,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-09,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-09,18,clustered,36,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-10,0,clustered,144,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-11-10,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-10,12,clustered,72,0,0.0,1.1368683772161603e-12,optimal
q3_fixed_clustered,2025-11-10,18,clustered,36,0,0.0,7.73070496506989e-12,optimal
q3_fixed_clustered,2025-11-11,0,clustered,144,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-11-11,6,clustered,108,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-11,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-11,18,clustered,36,0,0.0,1.1368683772161603e-12,optimal
q3_fixed_clustered,2025-11-12,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-12,6,clustered,108,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-11-12,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-12,18,clustered,36,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-13,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-13,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-13,12,clustered,72,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-11-13,18,clustered,36,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-14,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-14,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-14,12,clustered,72,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-14,18,clustered,36,0,0.0,1.1368683772161603e-12,optimal
q3_fixed_clustered,2025-11-15,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-15,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-15,12,clustered,72,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-15,18,clustered,36,0,0.0,1.5916157281026244e-12,optimal
q3_fixed_clustered,2025-11-16,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-16,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-16,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-16,18,clustered,36,0,0.0,1.3642420526593924e-12,optimal
q3_fixed_clustered,2025-11-17,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-17,6,clustered,108,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-17,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-17,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-18,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-18,6,clustered,108,0,0.0,1.1368683772161603e-13,optimal
q3_fixed_clustered,2025-11-18,12,clustered,72,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-11-18,18,clustered,36,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-19,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-19,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-19,12,clustered,72,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-11-19,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-20,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-20,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-20,12,clustered,72,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-20,18,clustered,36,0,0.0,1.1368683772161603e-13,optimal
q3_fixed_clustered,2025-11-21,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-21,6,clustered,108,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-11-21,12,clustered,72,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-11-21,18,clustered,36,0,0.0,2.2737367544323206e-12,optimal
q3_fixed_clustered,2025-11-22,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-22,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-22,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-22,18,clustered,36,0,0.0,1.3642420526593924e-12,optimal
q3_fixed_clustered,2025-11-23,0,clustered,144,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-11-23,6,clustered,108,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-23,12,clustered,72,0,0.0,3.183231456205249e-12,optimal
q3_fixed_clustered,2025-11-23,18,clustered,36,0,0.0,1.5916157281026244e-12,optimal
q3_fixed_clustered,2025-11-24,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-24,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-24,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-24,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-25,0,clustered,144,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-11-25,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-25,12,clustered,72,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-11-25,18,clustered,36,0,0.0,1.3642420526593924e-12,optimal
q3_fixed_clustered,2025-11-26,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-26,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-26,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-26,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-27,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-27,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-27,12,clustered,72,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-11-27,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-28,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-28,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-28,12,clustered,72,0,0.0,4.774847184307873e-12,optimal
q3_fixed_clustered,2025-11-28,18,clustered,36,0,0.0,1.3642420526593924e-12,optimal
q3_fixed_clustered,2025-11-29,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-29,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-29,12,clustered,72,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-11-29,18,clustered,36,0,0.0,1.5916157281026244e-12,optimal
q3_fixed_clustered,2025-11-30,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-30,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-30,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-11-30,18,clustered,36,0,0.0,2.7284841053187847e-12,optimal
q3_fixed_clustered,2025-12-01,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-01,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-01,12,clustered,72,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-01,18,clustered,36,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-12-02,0,clustered,144,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-12-02,6,clustered,108,0,0.0,1.1368683772161603e-12,optimal
q3_fixed_clustered,2025-12-02,12,clustered,72,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-12-02,18,clustered,36,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-12-03,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-03,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-03,12,clustered,72,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-12-03,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-04,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-04,6,clustered,108,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-04,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-04,18,clustered,36,0,0.0,6.821210263296962e-13,optimal
q3_fixed_clustered,2025-12-05,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-05,6,clustered,108,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-05,12,clustered,72,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-12-05,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-06,0,clustered,144,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-12-06,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-06,12,clustered,72,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-06,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-07,0,clustered,144,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-12-07,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-07,12,clustered,72,0,0.0,4.320099833421409e-12,optimal
q3_fixed_clustered,2025-12-07,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-08,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-08,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-08,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-08,18,clustered,36,0,0.0,2.2737367544323206e-12,optimal
q3_fixed_clustered,2025-12-09,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-09,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-09,12,clustered,72,0,0.0,2.7284841053187847e-12,optimal
q3_fixed_clustered,2025-12-09,18,clustered,36,0,0.0,2.0463630789890885e-12,optimal
q3_fixed_clustered,2025-12-10,0,clustered,144,0,0.0,3.637978807091713e-12,optimal
q3_fixed_clustered,2025-12-10,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-10,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-10,18,clustered,36,0,0.0,6.821210263296962e-13,optimal
q3_fixed_clustered,2025-12-11,0,clustered,144,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-12-11,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-11,12,clustered,72,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-11,18,clustered,36,0,0.0,1.1368683772161603e-12,optimal
q3_fixed_clustered,2025-12-12,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-12,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-12,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-12,18,clustered,36,0,0.0,2.2737367544323206e-12,optimal
q3_fixed_clustered,2025-12-13,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-13,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-13,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-13,18,clustered,36,0,0.0,1.5916157281026244e-12,optimal
q3_fixed_clustered,2025-12-14,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-14,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-14,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-14,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-15,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-15,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-15,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-15,18,clustered,36,0,0.0,2.9558577807620168e-12,optimal
q3_fixed_clustered,2025-12-16,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-16,6,clustered,108,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-16,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-16,18,clustered,36,0,0.0,1.5916157281026244e-12,optimal
q3_fixed_clustered,2025-12-17,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-17,6,clustered,108,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-17,12,clustered,72,0,0.0,6.821210263296962e-13,optimal
q3_fixed_clustered,2025-12-17,18,clustered,36,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-12-18,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-18,6,clustered,108,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-18,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-18,18,clustered,36,0,0.0,2.9558577807620168e-12,optimal
q3_fixed_clustered,2025-12-19,0,clustered,144,0,0.0,4.547473508864641e-13,optimal
q3_fixed_clustered,2025-12-19,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-19,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-19,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-20,0,clustered,144,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-20,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-20,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-20,18,clustered,36,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-21,0,clustered,144,0,0.0,2.2737367544323206e-13,optimal
q3_fixed_clustered,2025-12-21,6,clustered,108,0,0.0,1.8189894035458565e-12,optimal
q3_fixed_clustered,2025-12-21,12,clustered,72,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-21,18,clustered,36,0,0.0,2.7284841053187847e-12,optimal
q3_fixed_clustered,2025-12-22,0,clustered,144,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-22,6,clustered,108,0,0.0,9.094947017729282e-13,optimal
q3_fixed_clustered,2025-12-22,12,clustered,72,0,0.0,1.3642420526593924e-12,optimal
q3_fixed_clustered,2025-12-22,18,clustered,36,0,0.0,1.3642420526593924e-12,optimal
