variant,date,month,risk_mode,lp_solution_count,planning_simultaneous_flow_slots_total,planning_simultaneous_flow_slots_max_per_lp,planning_simultaneous_flow_max_kwh,execution_simultaneous_flow_slots,execution_simultaneous_flow_max_kwh,target_soc_mae_kwh,target_soc_rmse_kwh,target_soc_max_abs_kwh,initial_plan_to_effective_grid_mae_kwh_per_slot,initial_plan_to_effective_grid_rmse_kwh_per_slot,initial_plan_to_effective_grid_sum_kwh,final_contract_to_effective_grid_mae_kwh_per_slot,final_contract_to_effective_grid_rmse_kwh_per_slot,final_contract_to_effective_grid_sum_kwh,emergency_slots,emergency_soc_end_at_min_rate,max_balance_residual_kwh
q3_fixed_clustered,2025-09-02,9,clustered,4,0,0,0.0,0,0.0,833.1546274205339,1401.0512601419914,3808.77952158852,141.28455248536227,247.10985087653998,-19220.059052913803,135.94327585102872,252.9384964317375,-19575.831722548133,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-03,9,clustered,4,0,0,0.0,0,0.0,920.070414954937,1558.1673592420593,4170.286800201074,162.97992544946263,289.9696915757859,-23469.109264722618,129.83576441146457,253.63407194686005,-18696.3500752509,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-04,9,clustered,4,0,0,0.0,0,0.0,783.8801551461961,1395.4292979728018,4059.8256785519343,168.46280946027792,296.32612189258384,-24258.64456228002,126.50721878351338,243.74681006580906,-18217.039504825927,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-05,9,clustered,4,0,0,0.0,0,0.0,2151.6866388265703,3542.0921649538,7989.269586906574,243.13434181864147,409.08738224637455,-33901.433362698284,235.97693587821811,407.27056176370326,-33980.67876646341,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-09-06,9,clustered,4,0,0,0.0,0,0.0,2424.785950635506,4072.6279940342647,9500.574834739478,257.46642293756526,415.73780854922177,-37075.1649030094,233.72168114175054,394.70054305978044,-33655.92208441208,0,,1.4210854715202004e-13
q3_fixed_clustered,2025-09-07,9,clustered,4,0,0,0.0,0,0.0,753.1958587381625,1271.9691844475321,3557.3396221455314,151.32721036334186,255.59918992498442,-16382.003057323298,121.62498301989353,222.06009626060958,-17513.99755486467,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-08,9,clustered,4,0,0,0.0,0,0.0,828.1933642385629,1299.74146181921,3335.3661163365396,151.92768569180214,262.3206828211297,-21130.935310480083,107.80038601792813,217.754136892456,-15523.255586581652,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-09,9,clustered,4,0,0,0.0,0,0.0,677.5514562004798,1155.9782729072858,3233.376178183911,102.27678799083363,204.74725935667985,-13323.534914772266,95.27385876134113,209.70886280889377,-13719.435661633122,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-10,9,clustered,4,0,0,0.0,0,0.0,608.0195828130924,1099.5316823353403,3112.500792184308,139.37013752184666,252.58556475561983,-20069.299803145917,109.97827524083495,219.3095487905743,-15836.871634680232,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-11,9,clustered,4,0,0,0.0,0,0.0,637.6984915343925,1130.7540198252923,3161.150093624793,179.8738305103649,335.8011806267343,-25739.848759079978,96.03842775913411,203.40849318733083,-13829.533597315312,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-12,9,clustered,4,0,0,0.0,0,0.0,2227.6583206524833,3663.854384484546,8614.406098133199,231.15300078836663,390.3199716323868,-33286.032113524794,228.58143520926237,388.4879379187447,-32915.72667013378,0,,1.7053025658242404e-13
q3_fixed_clustered,2025-09-13,9,clustered,4,0,0,0.0,0,0.0,2321.0759633249304,3867.980970552842,9442.686187806383,221.71695775115327,381.63420750547635,-31927.241123768028,215.9977099333331,372.81898329895023,-31103.67023039997,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-09-14,9,clustered,4,0,0,0.0,0,0.0,740.4903629964759,1238.530275404471,2995.6134126949855,158.7101276634953,286.271838901875,-22651.992197955253,95.99727158682151,204.87435163098786,-13823.607108502298,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-15,9,clustered,4,0,0,0.0,0,0.0,511.9412922126512,1021.6099549349868,3075.1653025290743,93.56328100775643,195.916216708577,-12494.43868502534,92.33014048753016,198.4376533116941,-13295.540230204342,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-16,9,clustered,4,0,0,0.0,0,0.0,681.0460996421571,1118.9357562162302,2716.3154741745757,150.82249135074588,290.30183869716564,-21651.60900105135,84.42825379385857,186.06542636828814,-12157.668546315635,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-17,9,clustered,4,0,0,0.0,0,0.0,598.5074334189288,1037.6920938915296,2828.4552513424574,127.32358887312262,251.60171943907923,-17831.81053924036,86.4282682814638,185.29204730435424,-12431.527641669516,1,0.0,2.2737367544323206e-13
q3_fixed_clustered,2025-09-18,9,clustered,4,0,0,0.0,0,0.0,603.2301184646722,971.5956731772969,2364.3289822088555,117.3901962322675,211.88559240306157,-10518.571836341674,97.245722024361,188.145534376295,-14003.383971507985,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-19,9,clustered,4,0,0,0.0,0,0.0,2303.2067646632822,3830.8951209035054,9168.813247821581,254.0022192020342,400.87891685909,-36314.861352939915,234.0455180806732,385.3147200567584,-33702.55460361694,0,,1.7053025658242404e-13
q3_fixed_clustered,2025-09-20,9,clustered,4,0,0,0.0,0,0.0,2226.859652593435,3750.400157901878,9379.983226157465,249.09223408474028,399.99242161387895,-35092.76033533324,229.52715480314808,377.9689139737231,-33051.91029165332,0,,1.7053025658242404e-13
q3_fixed_clustered,2025-09-21,9,clustered,4,0,0,0.0,0,0.0,630.625465384709,1049.9903960499862,2477.0025416062863,110.81457172962418,220.1629103946356,-15790.294518067014,78.96407396969767,166.51406903457013,-11370.826651636464,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-09-22,9,clustered,4,0,0,0.0,0,0.0,378.9728171502008,792.9595399492114,2300.8970117078115,132.06546121899405,270.19350256077826,-18807.890811615478,70.62287027541942,168.54987506259195,-10169.693319660395,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-23,9,clustered,4,0,0,0.0,0,0.0,443.2567755701225,794.2698869544496,2192.2983286640692,97.2346904695993,193.60706851347908,-13851.223706575853,76.06405257412256,170.09086636165827,-10953.223570673648,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-24,9,clustered,4,0,0,0.0,0,0.0,441.9537794553533,879.4839530279085,2570.120408207059,78.89714623979388,176.36579963927812,-5724.321834813294,70.72855335123592,161.96302078212173,-10184.911682577971,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-25,9,clustered,4,0,0,0.0,0,0.0,634.2669217149869,1094.711811678186,2555.846543015682,90.68454978400432,192.39890811966808,-11313.562124967011,82.87283626179007,183.56021733868943,-11933.68842169777,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-09-26,9,clustered,4,0,0,0.0,0,0.0,2241.701970590436,3824.645972536144,9599.99869337761,291.387355261428,441.0277702011973,-41914.913454372654,235.17579443602415,379.9169313882104,-33865.31439878748,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-09-27,9,clustered,4,0,0,0.0,0,0.0,2132.4293989244125,3588.443072583236,9189.977618009761,201.98659727113412,342.0431516805355,-28919.146077853366,221.83028873964776,365.7474003844325,-31943.561578509278,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-09-28,9,clustered,4,0,0,0.0,0,0.0,449.8143377412831,791.7830790026464,1991.0245329314112,71.39075744092716,156.30003379600592,-7345.882618202447,67.64855914080375,143.87827901237097,-9741.39251627574,0,,3.410605131648481e-13
q3_fixed_clustered,2025-09-29,9,clustered,4,0,0,0.0,0,0.0,401.69324373112397,683.6741811250073,1779.653238911751,98.86312968927547,180.65827580933754,-13360.77624846156,66.16552030590806,136.4421727381567,-8655.680011515271,7,0.8571428571428571,2.2737367544323206e-13
q3_fixed_clustered,2025-09-30,9,clustered,4,0,0,0.0,0,0.0,370.7213719175446,704.5713991391634,1888.000748834087,72.20572361965563,153.66217436880117,-7189.9151434727255,70.28798437606669,164.2090904651437,-10096.757361383372,2,1.0,2.2737367544323206e-13
q3_fixed_clustered,2025-10-01,10,clustered,4,0,0,0.0,0,0.0,742.650908576824,1299.5901632118187,3382.3044293816793,116.21996211590304,237.20857698362767,-16679.269563771988,83.25245956932605,188.28809848560624,-11988.35417798295,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-10-02,10,clustered,4,0,0,0.0,0,0.0,685.7005579742041,1227.6245356372167,3378.5664445763105,164.4088873685356,302.07646542610917,-23643.454950119638,80.322257235105,190.2621378515519,-11566.40504185512,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-10-03,10,clustered,4,0,0,0.0,0,0.0,2323.6250794301554,3942.973112255513,9175.83629136319,220.2164530101233,368.87590971403006,-31648.96127092842,207.00095565916962,363.19536987655505,-29808.137614920426,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-10-04,10,clustered,4,0,0,0.0,0,0.0,2168.2891578065987,3676.8621394502866,9086.447664869,287.95425399038953,432.2237424283779,-41408.8075572551,206.7164793255746,354.4037847745582,-29767.173022882744,0,,1.7053025658242404e-13
q3_fixed_clustered,2025-10-05,10,clustered,4,0,0,0.0,0,0.0,493.217673907678,973.2668103592397,2853.6661161904067,124.93613432450067,256.0772385084273,-17920.71730083027,64.71269740666223,165.676546469448,-9318.62842655936,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-10-06,10,clustered,4,0,0,0.0,0,0.0,426.4539461290912,912.0428968951771,2694.06874107313,75.88502476988191,177.7810212607727,-4472.88372341009,57.78238247844192,152.88960133705748,-8320.663076895637,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-10-07,10,clustered,4,0,0,0.0,0,0.0,482.95906423739535,981.7079068204132,2844.9951096027044,64.81427268032135,166.32040364314733,-7954.507483548967,62.989661524811204,164.36629002016744,-9070.511259572813,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-10-08,10,clustered,4,0,0,0.0,0,0.0,421.076063303672,879.7184165268586,2583.2737960012473,63.622656271496425,159.25049598868307,-6572.972254709355,56.82817658493275,149.61758764493905,-7786.714097130392,3,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-10-09,10,clustered,4,0,0,0.0,0,0.0,414.768736368767,882.6605979161722,2584.397674795828,135.2859121899289,268.7413227860898,-18598.75242909811,56.683780283087486,155.9592048248271,-7386.985416301792,4,1.0,2.2737367544323206e-13
q3_fixed_clustered,2025-10-10,10,clustered,4,0,0,0.0,0,0.0,2138.4769609307987,3627.226101922562,8987.33797751218,244.23700201490044,375.8056836063903,-35170.128290145665,184.4081942234901,327.961784235853,-26554.779968182578,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-10-11,10,clustered,4,0,0,0.0,0,0.0,2182.268557359448,3733.3505787095087,9438.017663352966,237.1645494302887,367.4923476132452,-33062.863849828354,193.27091714889306,332.7867302929604,-27831.0120694406,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-10-12,10,clustered,4,0,0,0.0,0,0.0,655.48411170413,985.5433921528684,2476.0051353431136,70.28731446821342,191.7689688484788,-2239.3537046877773,27.34912100855352,129.82645377623118,-3896.41355856504,1,0.0,1.1368683772161603e-13
q3_fixed_clustered,2025-10-13,10,clustered,4,0,0,0.0,0,0.0,598.9567968366665,826.8737983754737,2312.872654028619,101.51989037886906,226.59231134588808,-5943.947347625466,12.85920481163095,85.88651470890474,-1517.0344853521892,3,1.0,2.2737367544323206e-13
q3_fixed_clustered,2025-10-14,10,clustered,4,0,0,0.0,0,0.0,294.43567177100005,385.47988447952804,969.5439032766849,64.03203562755706,157.5896922078182,-3716.375034754534,6.72858764184117,28.635657097033953,81.42817291380572,5,1.0,2.2737367544323206e-13
q3_fixed_clustered,2025-10-15,10,clustered,4,0,0,0.0,0,0.0,206.71723177931523,287.05125420124386,737.6470549728729,49.139795879193116,127.90005942518748,-5199.001385587766,10.036638338170764,34.89458893847794,-939.4194970673946,3,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-10-16,10,clustered,4,0,0,0.0,0,0.0,229.420246366274,328.512108150743,809.5639684449434,23.69109334514285,93.58532682661846,30.017150472952835,4.160897768743512,22.80161906716076,-599.1692786990657,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-10-17,10,clustered,4,0,0,0.0,0,0.0,2048.8768828155794,3499.110296659417,9206.527414859449,128.75990878198922,249.9740021179604,-17479.917203863486,147.6859818293962,272.87419127511595,-21266.781383433055,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-10-18,10,clustered,4,0,0,0.0,0,0.0,2043.8222619618891,3495.708180319551,9448.783630973981,204.88716138478125,350.29574969614794,-29480.60802015329,164.3381756454109,291.86045266190547,-23664.69729293917,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-10-19,10,clustered,4,0,0,0.0,0,0.0,462.16196517924527,695.4744969866597,2092.1975183555787,40.59085287483881,128.01823857659906,-65.97882189230722,6.025722664489739,29.06692409028054,850.6256865794628,10,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-10-20,10,clustered,4,0,0,0.0,0,0.0,275.15973493631697,359.55021214532667,1030.462097507203,47.300675241850776,136.34780240593403,-3542.0750366610196,6.53667051143956,27.93897372826102,354.80274741656683,8,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-10-21,10,clustered,4,0,0,0.0,0,0.0,237.53521655449916,324.6638603651082,940.9066219312208,39.77283327428141,129.95783234180794,-73.45786707803836,2.5367509599206572,12.114692759716418,68.41643993686074,4,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-10-22,10,clustered,4,0,0,0.0,0,0.0,265.7793719976113,340.7575147962398,812.5983957492226,20.562114218899996,81.42460222220812,-122.62080529680259,3.4467700021139116,21.549459716119422,425.8255605130062,8,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-10-23,10,clustered,4,0,0,0.0,0,0.0,270.6720629179574,401.67853295378444,1298.584354405044,106.43432748724238,257.45167735022966,-11517.21766377156,3.627002961603602,21.083199302189485,131.5376780311476,4,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-10-24,10,clustered,4,0,0,0.0,0,0.0,2028.7435292633438,3398.135983552637,9202.772107911404,172.30694715738733,295.3078927341279,-24649.033332613915,139.80010429088654,260.6304604897923,-20131.21501788766,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-10-25,10,clustered,4,0,0,0.0,0,0.0,2058.574867485501,3520.9398695416926,9599.032119201378,208.85862446664518,349.5985404413093,-30075.641923196905,142.33603376402664,262.1841691150424,-20496.388862019834,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-10-26,10,clustered,4,0,0,0.0,0,0.0,446.6854114164464,594.9466380117419,1715.2159147995571,62.41617700391513,178.7446407460229,-2197.532451141794,5.380758316125494,25.81610989426483,774.8291975220711,13,1.0,0.0
q3_fixed_clustered,2025-10-27,10,clustered,4,0,0,0.0,0,0.0,324.94262048453277,416.26248560284455,983.9994659014556,35.77526161395335,110.29090255439681,2590.9112355759057,13.79592044746686,55.4936730790804,-1076.9637686035878,7,0.8571428571428571,2.2737367544323206e-13
q3_fixed_clustered,2025-10-28,10,clustered,4,0,0,0.0,0,0.0,343.63921447232445,451.6339979099395,1304.8303578789419,34.18171628793693,118.9871477767225,4676.374452059661,4.070175591242686,22.921107824432227,15.480166426032383,7,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-10-29,10,clustered,4,0,0,0.0,0,0.0,294.28824925861596,397.19704860517754,1092.2664369499307,48.12740067977648,148.40265447771768,-279.39892912702226,7.222362796088252,32.96161988177783,-22.381290099837713,7,1.0,2.2737367544323206e-13
q3_fixed_clustered,2025-10-30,10,clustered,4,0,0,0.0,0,0.0,334.4347670242505,435.27551159931994,1137.2128612886008,29.1594866057453,89.67610259618678,2980.839951529616,5.1316061146564085,24.0403361825488,446.9371963622959,10,0.9,1.1368683772161603e-13
q3_fixed_clustered,2025-10-31,10,clustered,4,0,0,0.0,0,0.0,2098.0850988457832,3442.577635294789,9472.193648307111,205.5308313731695,360.29221826980535,-29429.473668712817,161.74126374325962,299.9845509445022,-23290.741979029386,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-11-01,11,clustered,4,0,0,0.0,0,0.0,2063.7802508422974,3474.732525534493,9254.699512041354,168.50452164003522,299.10135351792184,-24264.65071315776,146.52467110852484,271.0007414099544,-21099.552639627578,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-11-02,11,clustered,4,0,0,0.0,0,0.0,367.6640480520207,491.2821298841952,1169.7469707926284,47.336130882434,146.15641924779575,3006.798447481353,10.79378025228467,59.38451469106617,5.052931611139684,6,1.0,2.2737367544323206e-13
q3_fixed_clustered,2025-11-03,11,clustered,4,0,0,0.0,0,0.0,387.068314658192,518.643699738395,1230.0923388081246,43.478090665052804,121.81150823542045,-1179.0492472096435,9.75533490437668,48.592125491573185,1290.9393247029557,14,1.0,0.0
q3_fixed_clustered,2025-11-04,11,clustered,4,0,0,0.0,0,0.0,386.45111186675166,495.64948748348013,1391.979278755418,33.5350071630232,122.82469487445442,1231.067337478971,7.82470174770026,60.52043806529151,683.0957434624474,8,0.75,0.0
q3_fixed_clustered,2025-11-05,11,clustered,4,0,0,0.0,0,0.0,379.1314513423051,491.61414273386055,1269.319592809672,68.25878937702369,165.45908019702847,-4927.942439171996,9.772845857978805,45.68196269515487,1082.5532252557987,12,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-11-06,11,clustered,4,0,0,0.0,0,0.0,304.35822537722794,405.3228006017248,992.1076322742229,33.87954776665434,114.7823572802338,1849.5666407968406,10.429171850681374,47.9708867544446,546.8945345935156,11,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-11-07,11,clustered,4,0,0,0.0,0,0.0,2125.622564050992,3466.9552217416467,9599.999006632679,166.45317504234623,292.9394828822899,-22849.35867580628,161.66617595080763,306.02811135762045,-23279.9293369163,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-11-08,11,clustered,4,0,0,0.0,0,0.0,2015.1166094992118,3442.7758711638553,9600.0,216.1247973255543,359.5448380731575,-31121.97081487982,157.60519381548647,286.8381605641897,-22695.147909430052,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-11-09,11,clustered,4,0,0,0.0,0,0.0,419.61498556329207,573.3046350118714,1720.625404165252,39.4642382128188,119.69842178880701,2317.4179377777373,8.786406443160935,56.9408901606288,623.7498821461744,8,1.0,0.0
q3_fixed_clustered,2025-11-10,11,clustered,4,0,0,0.0,0,0.0,391.3081553817266,486.3339714477807,1427.1510277975267,40.831460661496365,130.87968228686145,2289.572659034077,9.808620472303883,60.4519989503785,691.3571048278613,9,1.0,2.2737367544323206e-13
q3_fixed_clustered,2025-11-11,11,clustered,4,0,0,0.0,0,0.0,386.9780149838184,486.2537710653619,1148.875624063574,39.55653186150168,124.21162250668911,-1146.7064971520708,8.285699528565239,51.56969439721499,458.5257313859024,6,1.0,2.2737367544323206e-13
q3_fixed_clustered,2025-11-12,11,clustered,4,0,0,0.0,0,0.0,282.3019103975278,366.95852241843454,1153.0267859218493,48.35720016721439,148.09731943684642,-1041.4305243430008,12.776271747103639,61.425255952949485,-188.28657622547826,7,1.0,2.2737367544323206e-13
q3_fixed_clustered,2025-11-13,11,clustered,4,0,0,0.0,0,0.0,473.7431042040675,662.0165271385443,2167.7965579848915,31.32550158996714,114.41561206104419,3289.136227517398,8.538875656209449,61.399913831571624,789.3484937221333,9,0.8888888888888888,2.2737367544323206e-13
q3_fixed_clustered,2025-11-14,11,clustered,4,0,0,0.0,0,0.0,2130.73825781115,3466.6883712005924,9525.99946877105,203.43994065883004,349.7510850111678,-29102.253839882058,168.95864124152487,310.6635660185054,-24330.044338779582,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-11-15,11,clustered,4,0,0,0.0,0,0.0,1989.0018789920787,3354.439169008322,9147.571809244188,222.87603163923046,373.60700356626177,-31355.74805602735,164.64733331839795,302.5554464963297,-23709.215997849304,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-11-16,11,clustered,4,0,0,0.0,0,0.0,304.79589302985283,408.42035951933497,1183.4116900483368,51.007718415241854,164.21151171913465,7014.289183483088,8.362694897268147,63.970940826913754,891.046751449308,9,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-11-17,11,clustered,4,0,0,0.0,0,0.0,272.02311403033536,377.0815741132976,847.913950793145,37.85504709534276,129.8021903924335,5412.713738751554,11.154834395627612,61.341924209560574,273.26446435813443,8,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-11-18,11,clustered,4,0,0,0.0,0,0.0,342.58777237026175,474.0515830542372,1270.622811631265,32.39808756353376,100.10766703118924,2453.7142385496295,6.058115763379537,29.71941447423441,744.270370728116,13,1.0,0.0
q3_fixed_clustered,2025-11-19,11,clustered,4,0,0,0.0,0,0.0,337.11021396242853,468.0469948445316,1046.1331452682134,39.989192121189554,134.50512100230404,3630.590101720371,11.225996266469606,47.715876957717946,-263.462526345577,9,0.8888888888888888,2.2737367544323206e-13
q3_fixed_clustered,2025-11-20,11,clustered,4,0,0,0.0,0,0.0,275.27375657547907,391.6214651599313,1050.278769268003,34.153681925086936,110.2392968678147,4260.000606795103,8.266088544016574,40.643653800537685,177.11793016999826,8,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-11-21,11,clustered,4,0,0,0.0,0,0.0,2144.293298235048,3516.530982485996,9470.77554674381,204.00358463331634,348.84253743672474,-28673.974093502322,180.98089334001224,337.5169848118632,-26061.248640961763,0,,3.410605131648481e-13
q3_fixed_clustered,2025-11-22,11,clustered,4,0,0,0.0,0,0.0,2008.8493004557693,3401.219007807505,9487.98895420907,234.67395686425627,391.9817953946014,-32534.384465370826,175.85977954049747,323.1664475782911,-25323.808253831638,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-11-23,11,clustered,4,0,0,0.0,0,0.0,234.1660527768329,329.29132745612475,924.7801064742416,35.10494165882262,120.05782346095023,3634.5583908429016,4.521881283144211,34.4823372029297,602.0324483292579,8,1.0,0.0
q3_fixed_clustered,2025-11-24,11,clustered,4,0,0,0.0,0,0.0,320.82497862869735,404.39284831880764,836.3899979797261,33.30126423745776,107.95194476918147,4605.022200319303,6.0721187878233245,47.9415473842208,609.159929603613,9,0.8888888888888888,2.2737367544323206e-13
q3_fixed_clustered,2025-11-25,11,clustered,4,0,0,0.0,0,0.0,282.3466144105727,385.0293103090369,1054.530881644312,75.07723548770835,181.9314091103151,-6660.41780734606,4.449337835097855,28.363359371920893,304.50168437011604,5,1.0,1.1368683772161603e-13
q3_fixed_clustered,2025-11-26,11,clustered,4,0,0,0.0,0,0.0,237.89641560442246,330.1793433020165,844.6505939894205,33.9416997482993,99.61496966608432,810.2165911143833,8.69433974520206,41.38938142606356,-75.91570801036687,8,1.0,2.2737367544323206e-13
q3_fixed_clustered,2025-11-27,11,clustered,4,0,0,0.0,0,0.0,229.0428563589215,341.5124493946651,979.3397315799348,33.21576936459804,97.68540807556164,209.1086102289488,11.630963397306918,45.97199047757647,-647.9675197589928,7,1.0,2.2737367544323206e-13
q3_fixed_clustered,2025-11-28,11,clustered,4,0,0,0.0,0,0.0,1869.0303647203452,3092.389306355289,8759.403176539457,224.36887943154036,378.3346690420204,-32159.412721987315,199.95481496650967,354.92028612207906,-28793.493355177394,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-11-29,11,clustered,4,0,0,0.0,0,0.0,1937.8679141639716,3192.895411968754,9000.0,286.4942459369597,475.7172938115123,-41255.1714149222,213.85510885521475,378.1267941326683,-30795.135675150923,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-11-30,11,clustered,4,0,0,0.0,0,0.0,177.45458924697235,225.86281132077033,471.91080249547895,25.786619814519447,82.64636787670595,1942.3728538289604,5.894171271744663,39.94205359601187,658.429953296145,8,1.0,2.2737367544323206e-13
q3_fixed_clustered,2025-12-01,12,clustered,4,0,0,0.0,0,0.0,846.8719486183944,1132.754471034681,3127.402839371208,63.454203199354815,147.55960138791295,5104.691649695426,28.527068686870123,102.73610701663047,4104.727662235618,20,0.9,0.0
q3_fixed_clustered,2025-12-02,12,clustered,4,0,0,0.0,0,0.0,741.8564727657345,994.1239253907229,2776.5451512224827,70.49454392777915,163.92543995109156,3906.4092673646846,22.855282020020688,92.11875734414276,3143.023297785494,20,0.85,2.2737367544323206e-13
q3_fixed_clustered,2025-12-03,12,clustered,4,0,0,0.0,0,0.0,599.7416591498092,846.1206738734987,2540.7400634037967,77.6867692805364,174.24528986183776,11106.117401746018,16.98292627657203,64.98995742027998,2195.5904389066186,19,0.8947368421052632,0.0
q3_fixed_clustered,2025-12-04,12,clustered,4,0,0,0.0,0,0.0,668.2149018827448,914.5295893124636,2503.816230602646,84.64673876092934,194.08864602430094,1860.630488219752,21.640778835777567,83.36735566630166,2874.3281497661856,20,0.85,2.2737367544323206e-13
q3_fixed_clustered,2025-12-05,12,clustered,4,0,0,0.0,0,0.0,1775.4164245473075,2833.905757619642,8163.07105938394,229.33266903754657,401.3776685399854,-32574.861097604142,201.7674594398156,374.54856207563034,-29054.51415933345,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-12-06,12,clustered,4,0,0,0.0,0,0.0,1646.9436546657912,2809.600699804771,8104.163062176231,242.80698384009085,420.27507919107256,-34964.20567297308,192.7675337098669,354.21922866052336,-27758.524854220836,0,,2.2737367544323206e-13
q3_fixed_clustered,2025-12-07,12,clustered,4,0,0,0.0,0,0.0,589.9028522791898,796.6924369428098,2350.682814744936,54.212825392150016,133.50264353213814,1407.2935641758213,17.676235459729007,78.48254585686126,2545.377906200977,15,0.8666666666666667,0.0
q3_fixed_clustered,2025-12-08,12,clustered,4,0,0,0.0,0,0.0,596.4134613637459,814.4305237062779,2281.2787591541783,42.133200998616914,115.96154589775695,2042.5023418567987,14.192453615756335,56.41917349966755,835.1400919948219,12,0.8333333333333334,2.2737367544323206e-13
q3_fixed_clustered,2025-12-09,12,clustered,4,0,0,0.0,0,0.0,504.0576808501541,679.3409971813819,1924.6894423366848,41.595515518335745,106.54649522472195,1321.9340478825306,15.213963481644944,70.89786445475309,2042.5860822847612,16,0.8125,0.0
q3_fixed_clustered,2025-12-10,12,clustered,4,0,0,0.0,0,0.0,477.5297481735271,665.6073531043013,2025.3250955868189,50.72120369979493,133.8952328606596,7046.902198383084,13.492988440601067,54.969903173587014,1704.0759913753063,17,0.8823529411764706,2.2737367544323206e-13
q3_fixed_clustered,2025-12-11,12,clustered,4,0,0,0.0,0,0.0,408.88966417928793,564.3859153240537,1564.8599152838706,42.05226925812664,115.01260565338848,1082.563334260075,9.727575849543573,36.28493508169048,237.53824233795615,11,0.8181818181818182,2.2737367544323206e-13
q3_fixed_clustered,2025-12-12,12,clustered,4,0,0,0.0,0,0.0,1733.0539367049648,2894.412308866751,8586.764563964836,253.3685589062319,425.12988942610906,-35541.07229241979,232.39653683256677,407.7994271753454,-33465.10130388961,0,,1.1368683772161603e-13
q3_fixed_clustered,2025-12-13,12,clustered,4,0,0,0.0,0,0.0,1675.177474643514,2749.2516707572686,7622.1824375388915,248.15817950571414,412.76545111795673,-35561.357293805064,216.8408575314146,380.33862283180804,-31225.0834845237,0,,1.7053025658242404e-13
q3_fixed_clustered,2025-12-14,12,clustered,4,0,0,0.0,0,0.0,373.9188797120022,533.3669672587953,1568.5217187385679,56.942203533869964,145.55739162097694,8166.856318345219,15.999146589042873,68.54193014574096,1913.8405868902862,15,0.9333333333333333,2.2737367544323206e-13
