variant,date,month,risk_mode,lp_solution_count,planning_simultaneous_flow_slots_total,planning_simultaneous_flow_slots_max_per_lp,planning_simultaneous_flow_max_kwh,execution_simultaneous_flow_slots,execution_simultaneous_flow_max_kwh,target_soc_mae_kwh,target_soc_rmse_kwh,target_soc_max_abs_kwh,initial_plan_to_effective_grid_mae_kwh_per_slot,initial_plan_to_effective_grid_rmse_kwh_per_slot,initial_plan_to_effective_grid_sum_kwh,final_contract_to_effective_grid_mae_kwh_per_slot,final_contract_to_effective_grid_rmse_kwh_per_slot,final_contract_to_effective_grid_sum_kwh,emergency_slots,emergency_soc_end_at_min_rate,max_balance_residual_kwh
q2_fixed_clustered,2025-03-07,3,clustered,1,0,0,0.0,0,0.0,2291.7257411998394,3627.5954592702155,9267.664030758364,248.65862087673577,403.01310900525374,-35806.84140624995,248.65862087673577,403.01310900525374,-35806.84140624995,0,,2.2737367544323206e-13
q2_fixed_clustered,2025-03-08,3,clustered,1,0,0,0.0,0,0.0,2389.7920109537645,3822.256916964267,9600.0,222.85075398789922,365.4532504102025,-32090.50857425749,222.85075398789922,365.4532504102025,-32090.50857425749,0,,2.2737367544323206e-13
q2_fixed_clustered,2025-03-09,3,clustered,1,0,0,0.0,0,0.0,644.1608817605832,1297.2035042414764,3629.98546445614,59.53503811592371,166.87752130515054,-8216.168191887418,59.53503811592371,166.87752130515054,-8216.168191887418,7,1.0,2.2737367544323206e-13
q2_fixed_clustered,2025-03-10,3,clustered,1,0,0,0.0,0,0.0,550.2947802699608,1052.180480214008,2853.766280037141,45.0317228383733,144.19210012447792,-6189.8432971962675,45.0317228383733,144.19210012447792,-6189.8432971962675,4,1.0,1.1368683772161603e-13
q2_fixed_clustered,2025-03-11,3,clustered,1,0,0,0.0,0,0.0,790.9492310241491,1659.544203126336,4983.212731353593,63.03502019014435,183.79737071730042,-9077.042907380786,63.03502019014435,183.79737071730042,-9077.042907380786,0,,2.2737367544323206e-13
q2_fixed_clustered,2025-03-12,3,clustered,1,0,0,0.0,0,0.0,709.4062355248759,1479.2045909948736,4344.983276805528,64.39929007648999,187.19696082248407,-9157.016842646965,64.39929007648999,187.19696082248407,-9157.016842646965,1,1.0,2.2737367544323206e-13
q2_fixed_clustered,2025-03-13,3,clustered,1,0,0,0.0,0,0.0,712.3291123515803,1363.252689582926,3591.318206961121,50.45090017481591,158.1289708202192,-6894.197558205353,50.45090017481591,158.1289708202192,-6894.197558205353,3,1.0,1.1368683772161603e-13
q2_fixed_clustered,2025-03-14,3,clustered,1,0,0,0.0,0,0.0,2413.9062943542667,3869.3511019286234,9600.0,221.75974553720985,365.26798142229904,-31933.40335735822,221.75974553720985,365.26798142229904,-31933.40335735822,0,,3.410605131648481e-13
q2_fixed_clustered,2025-03-15,3,clustered,1,0,0,0.0,0,0.0,2359.1627442094336,3847.7182809335786,9600.0,208.61644228936177,342.92268027862076,-30040.767689668097,208.61644228936177,342.92268027862076,-30040.767689668097,0,,1.1368683772161603e-13
q2_fixed_clustered,2025-03-16,3,clustered,1,0,0,0.0,0,0.0,630.6568091230022,1275.7542528760414,3647.981687548344,51.99936597424723,159.09197901580006,-7487.908700291601,51.99936597424723,159.09197901580006,-7487.908700291601,0,,3.410605131648481e-13
q2_fixed_clustered,2025-03-17,3,clustered,1,0,0,0.0,0,0.0,924.201900513671,1916.459831511594,5743.002298308655,74.16481789148597,208.68494380317318,-10521.970777220016,74.16481789148597,208.68494380317318,-10521.970777220016,4,1.0,3.410605131648481e-13
q2_fixed_clustered,2025-03-18,3,clustered,1,0,0,0.0,0,0.0,607.0014586576486,1146.6680335222813,3084.316804778832,52.8653307269832,147.75956976292358,-7612.607624685581,52.8653307269832,147.75956976292358,-7612.607624685581,0,,2.2737367544323206e-13
q2_fixed_clustered,2025-03-19,3,clustered,1,0,0,0.0,0,0.0,651.9998787074337,1232.8553747984156,3430.1042466311683,60.757696924128204,166.81765460854797,-8749.108357074461,60.757696924128204,166.81765460854797,-8749.108357074461,0,,2.2737367544323206e-13
q2_fixed_clustered,2025-03-20,3,clustered,1,0,0,0.0,0,0.0,686.0654376675552,1327.3746787242467,3618.4922766332784,51.536780253715555,160.6392936986931,-7209.8907293320535,51.536780253715555,160.6392936986931,-7209.8907293320535,2,1.0,2.2737367544323206e-13
q2_fixed_clustered,2025-03-21,3,clustered,1,0,0,0.0,0,0.0,2378.8171573242107,3878.537276277031,9600.0,198.68240952280016,331.35928047031035,-28610.26697128322,198.68240952280016,331.35928047031035,-28610.26697128322,0,,2.2737367544323206e-13
q2_fixed_clustered,2025-03-22,3,clustered,1,0,0,0.0,0,0.0,2404.6608943273554,3902.449288129156,9600.0,204.39099368573955,338.4180338211247,-29432.303090746496,204.39099368573955,338.4180338211247,-29432.303090746496,0,,3.410605131648481e-13
q2_fixed_clustered,2025-03-23,3,clustered,1,0,0,0.0,0,0.0,510.40031151583776,999.5122673016932,2520.8774299519237,36.74223577175328,111.59639246082834,-4993.717923236844,36.74223577175328,111.59639246082834,-4993.717923236844,2,1.0,2.2737367544323206e-13
q2_fixed_clustered,2025-03-24,3,clustered,1,0,0,0.0,0,0.0,588.3458486981056,1167.387263216918,3286.0461572733248,33.88858332161627,102.51329927714991,-4879.955998312742,33.88858332161627,102.51329927714991,-4879.955998312742,0,,2.2737367544323206e-13
q2_fixed_clustered,2025-03-25,3,clustered,1,0,0,0.0,0,0.0,287.2795024021958,501.5041940112824,1264.7115590548829,21.51507489746601,78.56234025272899,-2822.2199362092542,21.51507489746601,78.56234025272899,-2822.2199362092542,4,1.0,2.8421709430404007e-13
q2_fixed_clustered,2025-03-26,3,clustered,1,0,0,0.0,0,0.0,723.9000959851885,1501.366501312262,4561.454213546938,57.17695723495672,152.4344144928212,-8164.395448720258,57.17695723495672,152.4344144928212,-8164.395448720258,1,1.0,3.410605131648481e-13
q2_fixed_clustered,2025-03-27,3,clustered,1,0,0,0.0,0,0.0,561.0449458904066,1102.8303096405132,2846.421834695225,41.436600662963514,127.43423502133878,-5822.864941984008,41.436600662963514,127.43423502133878,-5822.864941984008,3,1.0,2.2737367544323206e-13
q2_fixed_clustered,2025-03-28,3,clustered,1,0,0,0.0,0,0.0,2413.8941232458446,3856.8218713991455,9600.0,188.75088880272256,318.93565263841236,-27180.127987592048,188.75088880272256,318.93565263841236,-27180.127987592048,0,,1.1368683772161603e-13
q2_fixed_clustered,2025-03-29,3,clustered,1,0,0,0.0,0,0.0,2395.0140119135644,3877.268755121431,9600.0,182.12932663503372,309.41003184737724,-26226.623035444856,182.12932663503372,309.41003184737724,-26226.623035444856,0,,2.2737367544323206e-13
q2_fixed_clustered,2025-03-30,3,clustered,1,0,0,0.0,0,0.0,445.09860460651294,813.50870461862,2230.5080859455293,26.604491628596254,76.99399986306238,-3787.0375721149458,26.604491628596254,76.99399986306238,-3787.0375721149458,1,1.0,2.2737367544323206e-13
q2_fixed_clustered,2025-03-31,3,clustered,1,0,0,0.0,0,0.0,625.6344278414017,1227.6420461816872,3385.0475317609007,21.879842142561927,86.96031536312354,-3150.6972685289174,21.879842142561927,86.96031536312354,-3150.6972685289174,0,,2.2737367544323206e-13
q2_fixed_clustered,2025-04-01,4,clustered,1,0,0,0.0,0,0.0,397.084512033117,662.0711317034338,1742.693276650104,6.559272099254793,24.4673289284426,-634.3130320072315,6.559272099254793,24.4673289284426,-634.3130320072315,5,1.0,2.2737367544323206e-13
q2_fixed_clustered,2025-04-02,4,clustered,1,0,0,0.0,0,0.0,276.4786295874214,452.93534755775767,1281.0535624714194,14.855441778949025,43.03995061549632,238.52807135912417,14.855441778949025,43.03995061549632,238.52807135912417,10,1.0,1.1368683772161603e-13
q2_fixed_clustered,2025-04-03,4,clustered,1,0,0,0.0,0,0.0,365.2963694199812,701.122200539329,2105.4263814829874,34.382730437294114,94.47827235914392,-4847.876499958235,34.382730437294114,94.47827235914392,-4847.876499958235,2,1.0,3.410605131648481e-13
q2_fixed_clustered,2025-04-04,4,clustered,1,0,0,0.0,0,0.0,2470.415423769752,3885.810743648662,9599.996752584817,176.59629945445988,309.0574516848159,-25429.867121442225,176.59629945445988,309.0574516848159,-25429.867121442225,0,,2.2737367544323206e-13
q2_fixed_clustered,2025-04-05,4,clustered,1,0,0,0.0,0,0.0,2386.3670650401186,3778.089565856302,9109.277811250042,164.17933766039297,289.8667840865417,-23641.82462309659,164.17933766039297,289.8667840865417,-23641.82462309659,0,,2.2737367544323206e-13
q2_fixed_clustered,2025-04-06,4,clustered,1,0,0,0.0,0,0.0,284.0160822791262,515.1987608122616,1453.4344921132852,16.3162640703518,45.44451747329014,-2055.099489890756,16.3162640703518,45.44451747329014,-2055.099489890756,5,1.0,1.2789769243681803e-13
q2_fixed_clustered,2025-04-07,4,clustered,1,0,0,0.0,0,0.0,560.9618731134386,1053.51471218976,3221.0531647302723,13.774197996212415,57.1978765364421,-1983.4845114545878,13.774197996212415,57.1978765364421,-1983.4845114545878,0,,1.1368683772161603e-13
q2_fixed_clustered,2025-04-08,4,clustered,1,0,0,0.0,0,0.0,109.91087616924916,165.63506756602698,770.0355409618242,10.237310381059208,27.713525608851196,-949.3730594902756,10.237310381059208,27.713525608851196,-949.3730594902756,9,1.0,2.2737367544323206e-13
q2_fixed_clustered,2025-04-09,4,clustered,1,0,0,0.0,0,0.0,940.6643619873387,1451.7724826754265,3090.9863667106747,15.281595031167516,103.16243135555109,2133.8131685520234,15.281595031167516,103.16243135555109,2133.8131685520234,5,1.0,1.1368683772161603e-13
q2_fixed_clustered,2025-04-10,4,clustered,1,0,0,0.0,0,0.0,152.5971183244584,211.30095649194797,563.5636036917033,11.659684513369042,36.875572299251544,-1577.0372961601847,11.659684513369042,36.875572299251544,-1577.0372961601847,2,1.0,2.2737367544323206e-13
q2_fixed_clustered,2025-04-11,4,clustered,1,0,0,0.0,0,0.0,2420.362653531621,3770.1159775511424,9262.447664100202,147.86503177975464,278.97757160934646,-21292.56457628467,147.86503177975464,278.97757160934646,-21292.56457628467,0,,1.1368683772161603e-13
q2_fixed_clustered,2025-04-12,4,clustered,1,0,0,0.0,0,0.0,2447.6930375778356,3780.7957288536404,9006.045663921923,138.82666709441168,268.96090168928106,-19991.040061595282,138.82666709441168,268.96090168928106,-19991.040061595282,0,,1.1368683772161603e-13
q2_fixed_clustered,2025-04-13,4,clustered,1,0,0,0.0,0,0.0,326.39024302932785,465.4487953737052,1237.3647727097632,2.9670427929109247,19.09685483066106,208.05693651286606,2.9670427929109247,19.09685483066106,208.05693651286606,5,1.0,1.1368683772161603e-13
q2_fixed_clustered,2025-04-14,4,clustered,1,0,0,0.0,0,0.0,358.27130327136143,482.02021759184925,1119.0719880284305,6.127973016680655,20.67341513595501,-628.0452470601084,6.127973016680655,20.67341513595501,-628.0452470601084,5,1.0,1.4921397450962104e-13
q2_fixed_clustered,2025-04-15,4,clustered,1,0,0,0.0,0,0.0,532.4704253510239,1086.351376400877,3226.050513649001,14.78011957298909,56.447422922171135,-1926.317070196886,14.78011957298909,56.447422922171135,-1926.317070196886,5,1.0,1.1368683772161603e-13
