date,method,comparison,cash_cost_yuan,contract_cost_yuan,emergency_cost_yuan,contract_kwh,base_contract_kwh,risk_reserve_kwh,expected_emergency_cost_yuan,emergency_kwh,emergency_slots,emergency_events,unused_contract_kwh,pv_curtailed_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,runtime_seconds,max_balance_residual_kwh,simultaneous_flow_slots,sigma_factor,achieved_daily_sigma_ratio
2025-05-09,greedy,error_scaled_frozen_contract_and_soc,21080.839563201363,21080.839563201363,0.0,36972.76041320311,29467.640296536447,7505.120116666666,3302.3346909220236,0.0,0,0,5813.846637596436,18676.422513095236,19458.793092165466,15761.622404654028,10800.0,10800.0,2028.8110463235673,10800.0,0.0007207000016933307,1.1368683772161603e-13,0,0.5,0.5
2025-05-09,mpc,error_scaled_frozen_contract_and_soc,22072.154065859693,21080.839563201363,991.3145026583338,36972.76041320311,29467.640296536447,7505.120116666666,3302.3346909220236,197.5923988095237,22,10,5994.507238369359,18670.29282701954,19580.171882230145,15859.93971060641,10800.0,10799.999460000012,1829.499897619867,10800.0,1.1864345999929355,1.1368683772161603e-13,0,0.5,0.5
2025-05-10,greedy,error_scaled_frozen_contract_and_soc,20976.847430508667,20976.847430508667,0.0,36680.3256406522,29377.506638271243,7302.819002380952,3338.5334529040474,0.0,0,0,5532.67934854497,17175.403220543565,19403.11053329241,15716.51953196685,10800.0,10800.0,1999.813312774928,10800.0,0.00032639999699313194,1.1368683772161603e-13,0,0.5,0.5000000000000001
2025-05-10,mpc,error_scaled_frozen_contract_and_soc,22048.764251950928,20976.847430508667,1071.9168214422598,36680.3256406522,29377.506638271243,7302.819002380952,3338.5334529040474,239.73735714285687,19,10,4968.855993658597,17966.59731203645,19534.13511216209,15835.177490300182,10800.0,10786.079945056792,1461.247008992211,10800.0,1.1427051999926334,1.1368683772161603e-13,0,0.5,0.5000000000000001
2025-05-11,greedy,error_scaled_frozen_contract_and_soc,41667.62031042811,41667.62031042811,0.0,66116.489247388,58487.95165691183,7628.5375904761895,3261.133009974206,0.0,0,0,5614.203967798353,2069.3325839947047,17516.38783395841,14188.274145506313,10800.0,10800.0,1755.0838161375666,10800.0,0.00031999999191612005,2.2737367544323206e-13,0,0.5,0.5
2025-05-11,mpc,error_scaled_frozen_contract_and_soc,42613.845682226325,41667.62031042811,946.2253717982161,66116.489247388,58487.95165691183,7628.5375904761895,3261.133009974206,157.51763452380982,15,8,5143.931591618888,2634.1928300301224,17847.59967957865,14456.556226458695,10800.0,10799.999460000012,1280.6198278259076,10800.0,0.9882623000012245,1.1368683772161603e-13,0,0.5,0.5
2025-05-12,greedy,error_scaled_frozen_contract_and_soc,41866.76463629457,41866.76463629457,0.0,66700.09981404469,58930.488916425624,7769.610897619046,3195.985649071588,0.0,0,0,7078.875291019988,2965.649785714286,16281.776004641224,13188.238563759394,10800.0,10800.0,1909.063468253969,10800.0,0.0008295000006910414,2.2737367544323206e-13,0,0.5,0.5
2025-05-12,mpc,error_scaled_frozen_contract_and_soc,42548.078383943975,41866.76463629457,681.313747649406,66700.09981404469,58930.488916425624,7769.610897619046,3195.985649071588,124.82068095238124,12,5,6073.575286607705,3833.5024643593556,17662.137004217962,14306.331556616537,10800.0,10799.999352000017,1445.7863669857866,10800.0,1.0680538000015076,2.2737367544323206e-13,0,0.5,0.5
2025-05-13,greedy,error_scaled_frozen_contract_and_soc,41888.044115324796,41888.044115324796,0.0,66739.80621830004,58870.03807544291,7869.768142857141,3201.7492765605166,0.0,0,0,6727.718440270102,2546.5913743095552,17446.756560934416,14131.872814356877,10800.0,10800.0,1802.6579232804238,10800.0,0.0003358999965712428,2.2737367544323206e-13,0,0.5,0.49999999999999994
2025-05-13,mpc,error_scaled_frozen_contract_and_soc,43026.33749015219,41888.044115324796,1138.2933748273815,66739.80621830004,58870.03807544291,7869.768142857141,3201.7492765605166,191.6027904761906,16,7,6573.545503629874,2875.4602648415967,17535.742980852134,14203.95239769021,10800.0,10799.999352000017,1646.4616152344238,10800.0,1.141453399992315,2.2737367544323206e-13,0,0.5,0.49999999999999994
2025-05-14,greedy,error_scaled_frozen_contract_and_soc,42142.23124684211,42142.23124684211,0.0,67000.44446254158,59161.372241113,7839.072221428569,3218.5113092927786,0.0,0,0,6943.733416064073,2559.8433726190474,17159.83263183644,13899.464431787514,10800.0,10800.0,1947.5916838624353,10800.0,0.0008374000026378781,1.1368683772161603e-13,0,0.5,0.5
2025-05-14,mpc,error_scaled_frozen_contract_and_soc,42772.78185551592,42142.23124684211,630.550608673811,67000.44446254158,59161.372241113,7839.072221428569,3218.5113092927786,132.0282488095241,14,6,6555.7788713844675,3009.5206706172753,17529.86462494639,14199.190929406563,10800.0,10799.999352000017,1489.9595462233972,10800.0,0.9275120999955107,2.2737367544323206e-13,0,0.5,0.5
2025-05-15,greedy,error_scaled_frozen_contract_and_soc,41532.48771684821,41532.48771684821,0.0,65987.96025596315,58166.587796439344,7821.372459523807,3237.8540732142073,0.0,0,0,6632.798202939446,2459.3050632569166,17091.462245639814,13844.084418968254,10800.0,10800.0,2076.1512764550257,10800.0,0.0003968999953940511,2.2737367544323206e-13,0,0.5,0.5
