date,method,comparison,cash_cost_yuan,contract_cost_yuan,emergency_cost_yuan,contract_kwh,base_contract_kwh,risk_reserve_kwh,expected_emergency_cost_yuan,emergency_kwh,emergency_slots,emergency_events,unused_contract_kwh,pv_curtailed_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,runtime_seconds,max_balance_residual_kwh,simultaneous_flow_slots
2025-10-28,greedy,frozen_paired_same_contract_soc_information,47321.47266468915,47321.47266468915,0.0,75358.70216602224,69016.33370173653,6342.368464285714,2155.8738135367853,0.0,0,0,4858.724100999414,587.1668818930044,20738.892016472782,16798.502533342955,10800.0,10800.0,1453.8112742592598,10800.0,0.0002511999919079244,1.652011860642233e-13,0
2025-10-28,mpc,frozen_paired_same_contract_soc_information,55401.09652286255,47321.47266468915,8079.623858173392,75358.70216602224,69016.33370173653,6342.368464285714,2155.8738135367853,1452.8402390696929,33,17,5681.200994355184,1567.6009822868944,19068.360075104076,15478.041346654214,10800.0,10763.700349088984,1207.660097883598,10800.0,1.1638099999981932,2.2737367544323206e-13,0
2025-10-29,greedy,frozen_paired_same_contract_soc_information,47350.657153303466,47350.657153303466,0.0,75025.76444658234,68830.59812991566,6195.166316666667,2230.307626822618,0.0,0,0,1587.7682406231602,0.0,21714.417926100923,17588.67852014175,10800.0,10800.0,1399.5658492063515,10800.0,0.000251300007221289,1.1368683772161603e-13,0
2025-10-29,mpc,frozen_paired_same_contract_soc_information,60328.889597858884,47350.657153303466,12978.23244455542,75025.76444658234,68830.59812991566,6195.166316666667,2230.307626822618,2425.713643133213,42,13,4153.128195651263,442.8298166666664,18816.483840120443,15273.220562722821,10800.0,10764.590386416374,1200.0,10800.0,1.0503602999961004,1.1368683772161603e-13,0
2025-10-30,greedy,frozen_paired_same_contract_soc_information,47440.11028935315,47440.11028935315,0.0,75330.8500409315,68949.04597188387,6381.804069047619,2192.001944521269,0.0,0,0,5008.270194444454,1659.5278999999996,20395.96998151081,16520.735685023763,10800.0,10800.0,1420.078424100531,10800.0,0.00032279999868478626,1.1368683772161603e-13,0
2025-10-30,mpc,frozen_paired_same_contract_soc_information,52149.54340766232,47440.11028935315,4709.433118309177,75330.8500409315,68949.04597188387,6381.804069047619,2192.001944521269,928.5203488642758,32,14,6025.6110064258455,1738.5872276635566,19675.161575199192,15967.80706949282,10800.0,10765.637562687252,1245.9106375661386,10800.0,1.04645320000418,2.2737367544323206e-13,0
2025-10-31,greedy,frozen_paired_same_contract_soc_information,22393.925860719988,22393.925860719988,0.0,39777.52021905631,33616.74070000868,6160.779519047621,2313.4649255526174,0.0,0,0,3436.375119763816,8608.59605,20148.720961188563,16320.463978562739,10800.0,10800.0,1646.4560026455008,10800.0,0.0007578000077046454,1.1368683772161603e-13,0
2025-10-31,mpc,frozen_paired_same_contract_soc_information,29681.92938147359,22393.925860719988,7288.003520753602,39777.52021905631,33616.74070000868,6160.779519047621,2313.4649255526174,1413.1131934295202,29,13,3505.6543278972476,10226.839783874333,18782.653326323656,15228.806092276078,10800.0,10783.492335606763,1200.0,10800.0,1.1905408999882638,1.5187850976872141e-13,0
2025-11-01,greedy,frozen_paired_same_contract_soc_information,22534.255630120046,22534.255630120046,0.0,40019.47477706321,33530.666031825116,6488.808745238095,2210.9040837983325,0.0,0,0,4067.5237780027983,9598.8857,20047.509819616247,16238.482953889164,10800.0,10800.0,1819.0303512342634,10800.0,0.0006054999976186082,1.1368683772161603e-13,0
2025-11-01,mpc,frozen_paired_same_contract_soc_information,27726.325273824492,22534.255630120046,5192.069643704449,40019.47477706321,33530.666031825116,6488.808745238095,2210.9040837983325,1196.1203520480822,31,14,3771.8846809523684,11287.502917156804,19011.418861414633,15399.249763745844,10800.0,10799.999460000012,1200.0,10800.0,1.0500975999893853,1.1368683772161603e-13,0
